"annotation_id","annotator","created_at","dark_intensity","humor_presence","humor_type","id","joke_topic","lead_time","note","rhetorical_device","stand_up","target_category","transcript_text","updated_at","video"
424,"9","2026-02-06T07:31:48.801489Z","3 - Severe","Humor","Dark Humor",31,"Politics and society",56.291000000000004,"","{""choices"":[""Irony"",""Satire""]}","No","Other Sensitive Target","Donald Trump's one thing, but it is absolutely astonishing to see these ridiculous Republicans desperately fawning over him, trying to get his attention, and win his love. There are a lot of them. There are hundreds, maybe even thousands, but only five of them honored his majesty so parasitically this week they earned a nomination for the coveted title of Golden Graveler. The nominees are Laura Trump. Trump. History looks back on this time in America. I do believe that it will be Donald Trump and Elon Musk who were reflected as two of the saviors of this country and really of the entire world. Secretary of Commerce Howard Lutnick. You know you can't tackle Donald Trump. He is the most important, the smartest, the most capable leader in the world, and he's not going to let someone push him around. Attorney General Pam Bondi. We all work for the greatest president in the history of our country. We are so proud to work at the directive of Donald Trump. It is um... The representative Lauren Borburt. Every day is like waking up to Christmas and we just get so many blessings under President Trump and his administration, his meeting cabinet picks. This is a fantastic time to be alive. And Deputy Chief of Staff Stephen Miller. Well President Trump has just now been well established. Is the greatest negotiator, the greatest deal maker, the greatest diplomat, and the greatest peacemaker that we have ever seen in this country. Well it was a very tough decision. All the nominees delivered extraordinary tongue work this week but only one can win. And the Golden Graveler goes to... LARLA TRUMP LARLA TRUMP LARA TRUMP Congratulations LARA. You are the bootlicking brown nose, suck up sycophant, apple-polishing, gonad-guzzling ass kisser of the week. And the rescue haters just need to try harder, that's all.","2026-02-12T18:34:03.320769Z","s3://humor-harm-dataset/dataset-s3/xTmRY5L7wT0.mp4"
65,"1","2026-01-05T19:40:12.381060Z","2 - Moderate","Humor","Dark Humor",31,"Politics and society",222.68900000000002,"","{""choices"":[""Irony"",""Satire""]}","No","Other Sensitive Target","Donald Trump's one thing, but it is absolutely astonishing to see these ridiculous Republicans desperately fawning over him, trying to get his attention, and win his love. There are a lot of them. There are hundreds, maybe even thousands, but only five of them honored his majesty so parasitically this week they earned a nomination for the coveted title of Golden Graveler. The nominees are Laura Trump. Trump. History looks back on this time in America. I do believe that it will be Donald Trump and Elon Musk who were reflected as two of the saviors of this country and really of the entire world. Secretary of Commerce Howard Lutnick. You know you can't tackle Donald Trump. He is the most important, the smartest, the most capable leader in the world, and he's not going to let someone push him around. Attorney General Pam Bondi. We all work for the greatest president in the history of our country. We are so proud to work at the directive of Donald Trump. It is um... The representative Lauren Borburt. Every day is like waking up to Christmas and we just get so many blessings under President Trump and his administration, his meeting cabinet picks. This is a fantastic time to be alive. And Deputy Chief of Staff Stephen Miller. Well President Trump has just now been well established. Is the greatest negotiator, the greatest deal maker, the greatest diplomat, and the greatest peacemaker that we have ever seen in this country. Well it was a very tough decision. All the nominees delivered extraordinary tongue work this week but only one can win. And the Golden Graveler goes to... LARLA TRUMP LARLA TRUMP LARA TRUMP Congratulations LARA. You are the bootlicking brown nose, suck up sycophant, apple-polishing, gonad-guzzling ass kisser of the week. And the rescue haters just need to try harder, that's all.","2026-02-12T18:34:13.603301Z","s3://humor-harm-dataset/dataset-s3/xTmRY5L7wT0.mp4"
473,"7","2026-02-10T14:23:57.101292Z","","Humor","Regular Humor",32,"{""choices"":[""Relationships"",""Family""]}",41.485,"","None of these","No","","When you go swimming with the kids and they say, Daddy, watch this, and they do something like a cartwheel off the diving board and land in the pool, you have to delay your reaction cause I'd go, Yeah, way to go, that's awesome. And then they'd come up out of the water and I'd be staring at them. And they'd be like, you didn't like it. I mean, I said it was awesome. Like, what? I didn't hear you.","2026-02-12T18:34:33.236187Z","s3://humor-harm-dataset/dataset-s3/xUrrguHV5SI.mp4"
425,"9","2026-02-06T07:32:20.956504Z","","Humor","Regular Humor",32,"{""choices"":[""Family"",""Celebrity and pop culture""]}",21.268,"","None of these","No","","When you go swimming with the kids and they say, Daddy, watch this, and they do something like a cartwheel off the diving board and land in the pool, you have to delay your reaction cause I'd go, Yeah, way to go, that's awesome. And then they'd come up out of the water and I'd be staring at them. And they'd be like, you didn't like it. I mean, I said it was awesome. Like, what? I didn't hear you.","2026-02-12T18:34:45.778763Z","s3://humor-harm-dataset/dataset-s3/xUrrguHV5SI.mp4"
66,"1","2026-01-05T19:40:39.785766Z","","Humor","Regular Humor",32,"{""choices"":[""Family"",""Celebrity and pop culture""]}",37.106,"","None of these","No","","When you go swimming with the kids and they say, Daddy, watch this, and they do something like a cartwheel off the diving board and land in the pool, you have to delay your reaction cause I'd go, Yeah, way to go, that's awesome. And then they'd come up out of the water and I'd be staring at them. And they'd be like, you didn't like it. I mean, I said it was awesome. Like, what? I didn't hear you.","2026-02-12T18:34:58.078656Z","s3://humor-harm-dataset/dataset-s3/xUrrguHV5SI.mp4"
426,"9","2026-02-06T07:33:27.705902Z","","Humor","Regular Humor",33,"Family",63.079,"","None of these","No","","How old is your brother? Thirty? No. Twenty-six? No. How old are you, Robert? Can he come up? Come here. Don't interrupt me when I'm talking to a sticker. Mr. Harvey? Yes, sir? Um, you're the bestest man in the world. Hey James, I love you. You too? You're very respectful, you call me Mr. Harvey, you're only three. I love you, man.","2026-02-12T18:36:06.281431Z","s3://humor-harm-dataset/dataset-s3/xgbjTu_qiJk.mp4"
88,"1","2026-01-05T20:04:42.020990Z","","Humor","Regular Humor",33,"Family",91.193,"","None of these","No","","How old is your brother? Thirty? No. Twenty-six? No. How old are you, Robert? Can he come up? Come here. Don't interrupt me when I'm talking to a sticker. Mr. Harvey? Yes, sir? Um, you're the bestest man in the world. Hey James, I love you. You too? You're very respectful, you call me Mr. Harvey, you're only three. I love you, man.","2026-02-12T18:35:51.352442Z","s3://humor-harm-dataset/dataset-s3/xgbjTu_qiJk.mp4"
47,"7","2025-12-01T02:07:59.840616Z","","Humor","Regular Humor",33,"Family",65.556,"","None of these","No","","How old is your brother? Thirty? No. Twenty-six? No. How old are you, Robert? Can he come up? Come here. Don't interrupt me when I'm talking to a sticker. Mr. Harvey? Yes, sir? Um, you're the bestest man in the world. Hey James, I love you. You too? You're very respectful, you call me Mr. Harvey, you're only three. I love you, man.","2026-02-12T18:36:00.344541Z","s3://humor-harm-dataset/dataset-s3/xgbjTu_qiJk.mp4"
474,"7","2026-02-10T14:25:44.676688Z","","Not Humor","None of these",34,"Other",15.086,"","None of these","","","We voted number five as the white boyfriend. Number one, let's see what we got. I'm a n***a for real. Hey! Hey! Ha ha ha! Number two, let's see. This is about to be E40. N***a number two. Hey! Shit! Drop your wife! Hey! Let's go with number three. What? Hey! Hey! All right, at the same time, I'm gonna have you guys take the mask off. One, what if we get cooked? We just might. Two, three. What if we get cooked?","2026-02-10T14:25:44.676714Z","s3://humor-harm-dataset/dataset-s3/xqvkHLatvE8.mp4"
427,"9","2026-02-06T07:34:11.871459Z","","Not Humor","None of these",34,"Other",68.234,"","None of these","No","","We voted number five as the white boyfriend. Number one, let's see what we got. I'm a n***a for real. Hey! Hey! Ha ha ha! Number two, let's see. This is about to be E40. N***a number two. Hey! Shit! Drop your wife! Hey! Let's go with number three. What? Hey! Hey! All right, at the same time, I'm gonna have you guys take the mask off. One, what if we get cooked? We just might. Two, three. What if we get cooked?","2026-02-12T18:37:23.522237Z","s3://humor-harm-dataset/dataset-s3/xqvkHLatvE8.mp4"
67,"1","2026-01-05T19:41:31.944777Z","","Not Humor","None of these",34,"Other",63.521,"","None of these","No","","We voted number five as the white boyfriend. Number one, let's see what we got. I'm a n***a for real. Hey! Hey! Ha ha ha! Number two, let's see. This is about to be E40. N***a number two. Hey! Shit! Drop your wife! Hey! Let's go with number three. What? Hey! Hey! All right, at the same time, I'm gonna have you guys take the mask off. One, what if we get cooked? We just might. Two, three. What if we get cooked?","2026-02-12T18:36:22.093447Z","s3://humor-harm-dataset/dataset-s3/xqvkHLatvE8.mp4"
475,"7","2026-02-10T14:26:47.248320Z","","Not Humor","None of these",35,"Other",14.681999999999999,"","None of these","No","","Not all cats like the pets, but Toastata lives off them. It's when you just slap a cat's butt and it looks like you're hurting them, but they actually love it. However, Toastata is really particular about pets. First of all, I'm the only one allowed to give her pets. Jacob has tried and she runs away scared and offended every single time. Second, she has to receive pets on a specific spot on the floor of the closet. If I try to give her pets in like my office, she bolts to her floor spot, staring at me to continue them over there. Also, she begs to be pet every single night. Like clockwork, she'll sit like a gargoyle in front of the closet and cry pitifully until I come over there.","2026-02-12T18:38:05.574976Z","s3://humor-harm-dataset/dataset-s3/xsuQF59QhuE.mp4"
428,"9","2026-02-06T07:34:38.066633Z","","Not Humor","None of these",35,"Other",13.512999999999998,"","None of these","No","","Not all cats like the pets, but Toastata lives off them. It's when you just slap a cat's butt and it looks like you're hurting them, but they actually love it. However, Toastata is really particular about pets. First of all, I'm the only one allowed to give her pets. Jacob has tried and she runs away scared and offended every single time. Second, she has to receive pets on a specific spot on the floor of the closet. If I try to give her pets in like my office, she bolts to her floor spot, staring at me to continue them over there. Also, she begs to be pet every single night. Like clockwork, she'll sit like a gargoyle in front of the closet and cry pitifully until I come over there.","2026-02-12T18:37:58.359396Z","s3://humor-harm-dataset/dataset-s3/xsuQF59QhuE.mp4"
68,"1","2026-01-05T19:42:25.690583Z","","Not Humor","None of these",35,"Other",65.311,"","None of these","No","","Not all cats like the pets, but Toastata lives off them. It's when you just slap a cat's butt and it looks like you're hurting them, but they actually love it. However, Toastata is really particular about pets. First of all, I'm the only one allowed to give her pets. Jacob has tried and she runs away scared and offended every single time. Second, she has to receive pets on a specific spot on the floor of the closet. If I try to give her pets in like my office, she bolts to her floor spot, staring at me to continue them over there. Also, she begs to be pet every single night. Like clockwork, she'll sit like a gargoyle in front of the closet and cry pitifully until I come over there.","2026-02-12T18:37:52.623795Z","s3://humor-harm-dataset/dataset-s3/xsuQF59QhuE.mp4"
476,"7","2026-02-10T14:29:06.251697Z","","Humor","Regular Humor",36,"Other",68.649,"","None of these","No","","Little sweet daughter the sixth grader she comes back from school, and she's like all the boys keep saying that's what she said And then they all laugh Why daddy and I was like oh boy. Yeah, it seems like anything I say they say that's what she said They look at each other and they just laugh and laugh and I'm confused help me dad that And so How do I explain this to her and I'm trying to just figure out you know the right way to do it in a clean way? No cursing, and I'm just going Well, it's and then my kid goes that's okay daddy you tried your best And I was like that's what she said","2026-02-12T18:38:15.634694Z","s3://humor-harm-dataset/dataset-s3/xuSJ_zQ_xvk.mp4"
429,"9","2026-02-06T07:35:52.472229Z","","Humor","Regular Humor",36,"Family",69.86399999999999,"","None of these","No","","Little sweet daughter the sixth grader she comes back from school, and she's like all the boys keep saying that's what she said And then they all laugh Why daddy and I was like oh boy. Yeah, it seems like anything I say they say that's what she said They look at each other and they just laugh and laugh and I'm confused help me dad that And so How do I explain this to her and I'm trying to just figure out you know the right way to do it in a clean way? No cursing, and I'm just going Well, it's and then my kid goes that's okay daddy you tried your best And I was like that's what she said","2026-02-12T18:38:21.779325Z","s3://humor-harm-dataset/dataset-s3/xuSJ_zQ_xvk.mp4"
69,"1","2026-01-05T19:43:22.734866Z","","Humor","Dark Humor",36,"Other",60.851,"","{""choices"":[""Irony"",""Satire""]}","No","","Little sweet daughter the sixth grader she comes back from school, and she's like all the boys keep saying that's what she said And then they all laugh Why daddy and I was like oh boy. Yeah, it seems like anything I say they say that's what she said They look at each other and they just laugh and laugh and I'm confused help me dad that And so How do I explain this to her and I'm trying to just figure out you know the right way to do it in a clean way? No cursing, and I'm just going Well, it's and then my kid goes that's okay daddy you tried your best And I was like that's what she said","2026-02-12T18:38:28.231642Z","s3://humor-harm-dataset/dataset-s3/xuSJ_zQ_xvk.mp4"
477,"7","2026-02-10T14:30:11.733630Z","","Not Humor","None of these",37,"Other",20.347,"","None of these","No","","when Jigabin Joe posted a video of themselves playing Mario Wonder in a GameStop. At the very end, Joe turned the camera around to the girl filming and said, Are you Jaden Animations? Wait, are you Jaden Animations? Good damn. A while later, they asked me to record them playing Mario Kart in around one, and in it said, huge shout out to Sarah Moon for recording this video, as the camera panned to me, and you'd think. And I would like to give a huge shout out to Sarah Moon for filming this. Thank you Sarah.","2026-02-12T18:38:35.512823Z","s3://humor-harm-dataset/dataset-s3/y91-2ITboys.mp4"
430,"9","2026-02-06T07:36:29.215451Z","","Not Humor","None of these",37,"Other",33.707,"","None of these","No","","when Jigabin Joe posted a video of themselves playing Mario Wonder in a GameStop. At the very end, Joe turned the camera around to the girl filming and said, Are you Jaden Animations? Wait, are you Jaden Animations? Good damn. A while later, they asked me to record them playing Mario Kart in around one, and in it said, huge shout out to Sarah Moon for recording this video, as the camera panned to me, and you'd think. And I would like to give a huge shout out to Sarah Moon for filming this. Thank you Sarah.","2026-02-12T18:38:39.736336Z","s3://humor-harm-dataset/dataset-s3/y91-2ITboys.mp4"
70,"1","2026-01-05T19:44:15.048612Z","","Not Humor","None of these",37,"Other",57.602000000000004,"","None of these","No","","when Jigabin Joe posted a video of themselves playing Mario Wonder in a GameStop. At the very end, Joe turned the camera around to the girl filming and said, Are you Jaden Animations? Wait, are you Jaden Animations? Good damn. A while later, they asked me to record them playing Mario Kart in around one, and in it said, huge shout out to Sarah Moon for recording this video, as the camera panned to me, and you'd think. And I would like to give a huge shout out to Sarah Moon for filming this. Thank you Sarah.","2026-02-12T18:38:47.776691Z","s3://humor-harm-dataset/dataset-s3/y91-2ITboys.mp4"
478,"7","2026-02-10T14:31:55.141840Z","1 - Mild","Humor","Dark Humor",38,"Work",40.541000000000004,"","Irony","No","Violence / Death","That time when Roddy Piper put Bill Mayer in his place. Broken wrist! See that wrist? Seven years it's been broken. Oh and heart dead. Why don't you go tell Mrs. Hart what a joke it is, huh? Oh, it's just a phrase, right? You want me to be truthful with you? Hot chap? You know what, if I may say so, sir, the difference is... He's gonna strike. Just don't show me your ass again. And I'm not dropping my pants in front of other men. But go ahead. Well, how'd you get the job?","2026-02-12T18:40:30.794224Z","s3://humor-harm-dataset/dataset-s3/y9TRCHqR6uw.mp4"
431,"9","2026-02-06T07:37:55.271293Z","1 - Mild","Humor","Dark Humor",38,"Celebrity and pop culture",96.818,"","Irony","No","Violence / Death","That time when Roddy Piper put Bill Mayer in his place. Broken wrist! See that wrist? Seven years it's been broken. Oh and heart dead. Why don't you go tell Mrs. Hart what a joke it is, huh? Oh, it's just a phrase, right? You want me to be truthful with you? Hot chap? You know what, if I may say so, sir, the difference is... He's gonna strike. Just don't show me your ass again. And I'm not dropping my pants in front of other men. But go ahead. Well, how'd you get the job?","2026-02-12T18:40:23.371992Z","s3://humor-harm-dataset/dataset-s3/y9TRCHqR6uw.mp4"
71,"1","2026-01-05T19:45:22.389102Z","2 - Moderate","Humor","Dark Humor",38,"{""choices"":[""Work"",""Celebrity and pop culture""]}",157.173,"","Irony","No","{""choices"":[""Gender \/ Sex related"",""Violence \/ Death""]}","That time when Roddy Piper put Bill Mayer in his place. Broken wrist! See that wrist? Seven years it's been broken. Oh and heart dead. Why don't you go tell Mrs. Hart what a joke it is, huh? Oh, it's just a phrase, right? You want me to be truthful with you? Hot chap? You know what, if I may say so, sir, the difference is... He's gonna strike. Just don't show me your ass again. And I'm not dropping my pants in front of other men. But go ahead. Well, how'd you get the job?","2026-02-12T18:40:07.384858Z","s3://humor-harm-dataset/dataset-s3/y9TRCHqR6uw.mp4"
479,"7","2026-02-10T14:33:24.047186Z","","Almost or not sure","Regular Humor",39,"Politics and society",40.269999999999996,"","Irony","No","","You haven't seen this? That's him! Look, I don't think we're gonna let him get away with it, do you? No! And folks, in a sense, I don't know why he's... we're surprised by Trump. How many times do you have to prove we can't be trusted?","2026-02-12T18:40:57.793435Z","s3://humor-harm-dataset/dataset-s3/yEpsfaSr7F8.mp4"
432,"9","2026-02-06T07:38:26.122770Z","","Not Humor","None of these",39,"Politics and society",28.896,"","None of these","No","","You haven't seen this? That's him! Look, I don't think we're gonna let him get away with it, do you? No! And folks, in a sense, I don't know why he's... we're surprised by Trump. How many times do you have to prove we can't be trusted?","2026-02-12T18:40:53.392339Z","s3://humor-harm-dataset/dataset-s3/yEpsfaSr7F8.mp4"
72,"1","2026-01-05T19:46:05.178487Z","","Not Humor","None of these",39,"Other",42.558,"","None of these","No","","You haven't seen this? That's him! Look, I don't think we're gonna let him get away with it, do you? No! And folks, in a sense, I don't know why he's... we're surprised by Trump. How many times do you have to prove we can't be trusted?","2026-02-12T18:40:48.599304Z","s3://humor-harm-dataset/dataset-s3/yEpsfaSr7F8.mp4"
480,"7","2026-02-10T14:36:07.451334Z","","Humor","Regular Humor",40,"Other",69.425,"","None of these","No","","Ariana Grande is a big fan of Japan and she even learns Japanese for already 8 years. But one time she came to Jimmy Fallon's show and taught him the craziest words ever. Something interesting to say that I promise no Japanese person would ever expect you to say is Watashi no zetaeru wiki wa totomo shakusire. So... No one would expect me to say that. You wouldn't think I would say that, but here we go, right? Watashi no... Watashi no... Zetaeru wiki wa... Zetaeru wiki wa... Totemo shakusire. Tokimo shakusire. Wait, that sounds like something else happened. You want... Am I not finished? Do you want to know what it means? No, wait... It means the space between my high sock and the hem of my skirt is very...","2026-02-12T18:42:36.828379Z","s3://humor-harm-dataset/dataset-s3/yR2L3JrG6GA.mp4"
433,"9","2026-02-06T07:39:29.039874Z","","Humor","Regular Humor",40,"Celebrity and pop culture",15.379000000000001,"","None of these","No","","Ariana Grande is a big fan of Japan and she even learns Japanese for already 8 years. But one time she came to Jimmy Fallon's show and taught him the craziest words ever. Something interesting to say that I promise no Japanese person would ever expect you to say is Watashi no zetaeru wiki wa totomo shakusire. So... No one would expect me to say that. You wouldn't think I would say that, but here we go, right? Watashi no... Watashi no... Zetaeru wiki wa... Zetaeru wiki wa... Totemo shakusire. Tokimo shakusire. Wait, that sounds like something else happened. You want... Am I not finished? Do you want to know what it means? No, wait... It means the space between my high sock and the hem of my skirt is very...","2026-02-12T18:42:28.998912Z","s3://humor-harm-dataset/dataset-s3/yR2L3JrG6GA.mp4"
73,"1","2026-01-05T19:47:13.337238Z","1 - Mild","Humor","Regular Humor",40,"Celebrity and pop culture",147.819,"","None of these","No","","Ariana Grande is a big fan of Japan and she even learns Japanese for already 8 years. But one time she came to Jimmy Fallon's show and taught him the craziest words ever. Something interesting to say that I promise no Japanese person would ever expect you to say is Watashi no zetaeru wiki wa totomo shakusire. So... No one would expect me to say that. You wouldn't think I would say that, but here we go, right? Watashi no... Watashi no... Zetaeru wiki wa... Zetaeru wiki wa... Totemo shakusire. Tokimo shakusire. Wait, that sounds like something else happened. You want... Am I not finished? Do you want to know what it means? No, wait... It means the space between my high sock and the hem of my skirt is very...","2026-02-12T18:42:21.049511Z","s3://humor-harm-dataset/dataset-s3/yR2L3JrG6GA.mp4"
481,"7","2026-02-10T16:50:30.892008Z","","Humor","Regular Humor",41,"Other",8.495,"","None of these","","","Allergic to jokes. What this means is that whenever anyone makes a joke, I need you to sneeze. Oh, man. That sucks. Sucks, s***. Sorry about that. I don't think that was very polite. I am empathizing with the man. I agree, Anna. I don't think that was very polite. F*** you! F*** you! I did not know you were very polite! You don't know me! You don't know where I'm from! I was not polite over twice. Let's take two points away from Jeremy. That's a point for Anna. And a point for Oscar. They may both add something to Jeremy's body. Oh, can I make him double-polite? I don't know what that'll look like, but I will hold him to it. You've got to be so polite now. Good luck. Everybody does such a good job at this studio. I'm allergic to jokes.","2026-02-10T16:50:30.892032Z","s3://humor-harm-dataset/dataset-s3/yRFeTgwx5lA.mp4"
434,"9","2026-02-06T07:40:26.172540Z","","Not Humor","None of these",41,"Other",8.023,"","None of these","","","Allergic to jokes. What this means is that whenever anyone makes a joke, I need you to sneeze. Oh, man. That sucks. Sucks, s***. Sorry about that. I don't think that was very polite. I am empathizing with the man. I agree, Anna. I don't think that was very polite. F*** you! F*** you! I did not know you were very polite! You don't know me! You don't know where I'm from! I was not polite over twice. Let's take two points away from Jeremy. That's a point for Anna. And a point for Oscar. They may both add something to Jeremy's body. Oh, can I make him double-polite? I don't know what that'll look like, but I will hold him to it. You've got to be so polite now. Good luck. Everybody does such a good job at this studio. I'm allergic to jokes.","2026-02-06T07:40:26.172562Z","s3://humor-harm-dataset/dataset-s3/yRFeTgwx5lA.mp4"
74,"1","2026-01-05T19:48:20.326390Z","","Humor","Regular Humor",41,"",64.95,"","Irony","","","Allergic to jokes. What this means is that whenever anyone makes a joke, I need you to sneeze. Oh, man. That sucks. Sucks, s***. Sorry about that. I don't think that was very polite. I am empathizing with the man. I agree, Anna. I don't think that was very polite. F*** you! F*** you! I did not know you were very polite! You don't know me! You don't know where I'm from! I was not polite over twice. Let's take two points away from Jeremy. That's a point for Anna. And a point for Oscar. They may both add something to Jeremy's body. Oh, can I make him double-polite? I don't know what that'll look like, but I will hold him to it. You've got to be so polite now. Good luck. Everybody does such a good job at this studio. I'm allergic to jokes.","2026-01-05T19:48:20.326423Z","s3://humor-harm-dataset/dataset-s3/yRFeTgwx5lA.mp4"
482,"7","2026-02-10T16:51:29.072143Z","","Humor","Regular Humor",42,"Family",31.836,"","None of these","No","","This is good advice. When you go swimming with the kids, when your kids go off the diving board and they say daddy watch this And they do something like a cartwheel and land in the pool. You have to delay your reaction cause they did the cartwheel I go yeah way to go that's awesome. And then they come up out of the water and I'd be staring at him","2026-02-12T18:43:22.659050Z","s3://humor-harm-dataset/dataset-s3/yUO2TxF5uh8.mp4"
435,"9","2026-02-06T07:40:46.768808Z","","Humor","Regular Humor",42,"{""choices"":[""Family"",""Celebrity and pop culture""]}",14.454,"","None of these","No","","This is good advice. When you go swimming with the kids, when your kids go off the diving board and they say daddy watch this And they do something like a cartwheel and land in the pool. You have to delay your reaction cause they did the cartwheel I go yeah way to go that's awesome. And then they come up out of the water and I'd be staring at him","2026-02-12T18:42:57.746413Z","s3://humor-harm-dataset/dataset-s3/yUO2TxF5uh8.mp4"
75,"1","2026-01-05T19:48:37.265631Z","","Humor","Regular Humor",42,"Family",27.054,"","Irony","No","","This is good advice. When you go swimming with the kids, when your kids go off the diving board and they say daddy watch this And they do something like a cartwheel and land in the pool. You have to delay your reaction cause they did the cartwheel I go yeah way to go that's awesome. And then they come up out of the water and I'd be staring at him","2026-02-12T18:43:10.361827Z","s3://humor-harm-dataset/dataset-s3/yUO2TxF5uh8.mp4"
483,"7","2026-02-10T16:53:22.113914Z","3 - Severe","Humor","Dark Humor",43,"{""choices"":[""Work"",""Politics and society"",""War and conflict""]}",108.86999999999999,"","{""choices"":[""Irony"",""Satire""]}","Yes","{""choices"":[""Gender \/ Sex related"",""Other Sensitive Target""]}","People are crazy. Don't get famous. Whatever you do, do not become famous. I wanna be famous. You wanna be famous? What would you like to be famous for? My god. A model? Yeah. No. No. No. No. No. No. No. No, I'm kidding. I'm kidding. You would make a great model citizen. You'd be a model citizen. Right. Would you like print or runway? Victoria's Secret. Victoria's Secret? That's good. Like more lingerie, more spicy. I think you should. How old are you? 23. 23. This is the last year. You can be a model. I know. I don't think it's fair either. I think you should stop at like 21 probably. Have you started yet? Not yet. Not yet? What are you doing now? And store manager. You're a store manager. What store? Victoria's Secret? My normal. What is it? Normal. Normal? Yeah. Yeah. Now that seems like a store you could model for. It's right next to average. Also, I just realized you're 23. You are even alive in the 90s. This is the oldest moment of my life. I don't think I've spoken to anybody who like wasn't around. Do you know about 9-11? I was born 9-11 2001. You were born 9-11 2001? Yeah. Shut the fuck up. Your model name should be Al-Qaeda. At the very end, just crumbles. That's fucked. You guys should not be allowed to laugh at that.","2026-02-12T18:44:53.701379Z","s3://humor-harm-dataset/dataset-s3/yiWbBC9rUMM.mp4"
436,"9","2026-02-06T07:42:44.638759Z","3 - Severe","Humor","Dark Humor",43,"{""choices"":[""Work"",""Politics and society"",""War and conflict""]}",81.601,"","{""choices"":[""Irony"",""Satire""]}","Yes","Other Sensitive Target","People are crazy. Don't get famous. Whatever you do, do not become famous. I wanna be famous. You wanna be famous? What would you like to be famous for? My god. A model? Yeah. No. No. No. No. No. No. No. No, I'm kidding. I'm kidding. You would make a great model citizen. You'd be a model citizen. Right. Would you like print or runway? Victoria's Secret. Victoria's Secret? That's good. Like more lingerie, more spicy. I think you should. How old are you? 23. 23. This is the last year. You can be a model. I know. I don't think it's fair either. I think you should stop at like 21 probably. Have you started yet? Not yet. Not yet? What are you doing now? And store manager. You're a store manager. What store? Victoria's Secret? My normal. What is it? Normal. Normal? Yeah. Yeah. Now that seems like a store you could model for. It's right next to average. Also, I just realized you're 23. You are even alive in the 90s. This is the oldest moment of my life. I don't think I've spoken to anybody who like wasn't around. Do you know about 9-11? I was born 9-11 2001. You were born 9-11 2001? Yeah. Shut the fuck up. Your model name should be Al-Qaeda. At the very end, just crumbles. That's fucked. You guys should not be allowed to laugh at that.","2026-02-12T18:45:12.931429Z","s3://humor-harm-dataset/dataset-s3/yiWbBC9rUMM.mp4"
76,"1","2026-01-05T19:50:59.820367Z","3 - Severe","Humor","Dark Humor",43,"{""choices"":[""Politics and society"",""War and conflict""]}",168.1,"","{""choices"":[""Irony"",""Satire""]}","Yes","{""choices"":[""Gender \/ Sex related"",""Other Sensitive Target""]}","People are crazy. Don't get famous. Whatever you do, do not become famous. I wanna be famous. You wanna be famous? What would you like to be famous for? My god. A model? Yeah. No. No. No. No. No. No. No. No, I'm kidding. I'm kidding. You would make a great model citizen. You'd be a model citizen. Right. Would you like print or runway? Victoria's Secret. Victoria's Secret? That's good. Like more lingerie, more spicy. I think you should. How old are you? 23. 23. This is the last year. You can be a model. I know. I don't think it's fair either. I think you should stop at like 21 probably. Have you started yet? Not yet. Not yet? What are you doing now? And store manager. You're a store manager. What store? Victoria's Secret? My normal. What is it? Normal. Normal? Yeah. Yeah. Now that seems like a store you could model for. It's right next to average. Also, I just realized you're 23. You are even alive in the 90s. This is the oldest moment of my life. I don't think I've spoken to anybody who like wasn't around. Do you know about 9-11? I was born 9-11 2001. You were born 9-11 2001? Yeah. Shut the fuck up. Your model name should be Al-Qaeda. At the very end, just crumbles. That's fucked. You guys should not be allowed to laugh at that.","2026-02-12T18:45:41.218118Z","s3://humor-harm-dataset/dataset-s3/yiWbBC9rUMM.mp4"
484,"7","2026-02-10T16:53:52.222630Z","","Humor","Regular Humor",44,"Celebrity and pop culture",23.46,"","Irony","Yes","","For such a prestigious night, it's important that everyone is properly dressed. Okay, Adam? Go to hell! What's up, my brother? What's going on, man? Adam, what are you wearing? What are you doing right now? I'm asking you what you're wearing. Nobody even thought about what I was wearing till you brought it up! You're dressed like a guy playing video poker at 2 a.m., Adam. And you're... What? Go to hell! I like the way I look. You know, because I'm a good person. I don't care about what I wear or what I don't wear. They might buy snazzy gym shorts and fluffy sweatshirts, offend you so much that you have to mock me in front of my peers! Okay, I'm sorry. Adam, I apologize. I'm going. I'm getting off. I go. Yeah, I'm leaving! I have to. One more thing. Shut up! Very good!","2026-02-12T18:46:00.557933Z","s3://humor-harm-dataset/dataset-s3/yjdxNsuJk2o.mp4"
437,"9","2026-02-06T07:43:34.824101Z","","Humor","Regular Humor",44,"Celebrity and pop culture",15.712,"","Irony","Yes","","For such a prestigious night, it's important that everyone is properly dressed. Okay, Adam? Go to hell! What's up, my brother? What's going on, man? Adam, what are you wearing? What are you doing right now? I'm asking you what you're wearing. Nobody even thought about what I was wearing till you brought it up! You're dressed like a guy playing video poker at 2 a.m., Adam. And you're... What? Go to hell! I like the way I look. You know, because I'm a good person. I don't care about what I wear or what I don't wear. They might buy snazzy gym shorts and fluffy sweatshirts, offend you so much that you have to mock me in front of my peers! Okay, I'm sorry. Adam, I apologize. I'm going. I'm getting off. I go. Yeah, I'm leaving! I have to. One more thing. Shut up! Very good!","2026-02-12T18:46:06.466127Z","s3://humor-harm-dataset/dataset-s3/yjdxNsuJk2o.mp4"
